ORF	gene	length.prot	classification	label
YOR289W	YOR289W	251	Uncharacterized	other
YOR290C	SNF2	1703	Verified	other
YOR291W	YPK9	1472	Verified	other
YOR292C	YOR292C	309	Uncharacterized	other
YOR293C-A	YOR293C-A	49	Uncharacterized	other
YOR293W	RPS10A	105	Verified	translation
YOR294W	RRS1	203	Verified	translation
YOR295W	UAF30	228	Verified	other
YOR296W	YOR296W	1289	Uncharacterized	other
YOR297C	TIM18	192	Verified	other
YOR298C-A	MBF1	151	Verified	HSF1
YOR298W	MUM3	479	Verified	other
YOR299W	BUD7	746	Verified	other
YOR300W	YOR300W	102	Dubious	other
YOR301W	RAX1	435	Verified	other
YOR302W	YOR302W	25	Verified	other
YOR303W	CPA1	411	Verified	other
YOR304C-A	BIL1	76	Verified	other
YOR304W	ISW2	1120	Verified	other
YOR305W	RRG7	242	Verified	other
YOR306C	MCH5	521	Verified	other
YOR307C	SLY41	453	Verified	other
YOR308C	SNU66	587	Verified	other
YOR309C	YOR309C	126	Dubious	other
YOR310C	NOP58	511	Verified	translation
YOR311C	DGK1	290	Verified	other
YOR312C	RPL20B	172	Verified	translation
YOR313C	SPS4	338	Verified	other
YOR314W	YOR314W	109	Uncharacterized	other
YOR314W-A	YOR314W-A	36	Dubious	other
YOR315W	SFG1	346	Verified	other
YOR316C	COT1	439	Verified	other
YOR316C-A	YOR316C-A	69	Uncharacterized	other
YOR317W	FAA1	700	Verified	other
YOR318C	YOR318C	101	Dubious	other
YOR319W	HSH49	213	Verified	other
YOR320C	GNT1	491	Verified	other
YOR321W	PMT3	753	Verified	other
YOR322C	LDB19	818	Verified	other
YOR323C	PRO2	456	Verified	other
YOR324C	FRT1	602	Verified	other
YOR325W	YOR325W	157	Dubious	other
YOR326W	MYO2	1574	Verified	other
YOR327C	SNC2	115	Verified	other
YOR328W	PDR10	1564	Verified	other
YOR329C	SCD5	872	Verified	other
YOR329W-A	YOR329W-A	69	Dubious	other
YOR330C	MIP1	1254	Verified	other
YOR331C	YOR331C	185	Dubious	other
YOR332W	VMA4	233	Verified	other
YOR333C	YOR333C	138	Dubious	other
YOR334W	MRS2	470	Verified	other
YOR335C	ALA1	958	Verified	other
YOR335W-A	YOR335W-A	26	Dubious	other
YOR336W	KRE5	1365	Verified	other
YOR337W	TEA1	759	Verified	other
YOR338W	YOR338W	363	Uncharacterized	other
YOR339C	UBC11	156	Verified	other
YOR340C	RPA43	326	Verified	translation
YOR341W	RPA190	1664	Verified	translation
YOR342C	YOR342C	319	Verified	other
YOR343C	YOR343C	108	Uncharacterized	other
YOR344C	TYE7	291	Verified	other
YOR345C	YOR345C	116	Dubious	other
YOR346W	REV1	985	Verified	other
YOR347C	PYK2	506	Verified	glycolysis
YOR348C	PUT4	627	Verified	MSN2/4
YOR349W	CIN1	1014	Verified	other
YOR350C	MNE1	663	Verified	other
YOR351C	MEK1	497	Verified	other
YOR352W	TFB6	343	Verified	other
YOR353C	SOG2	791	Verified	other
YOR354C	MSC6	692	Verified	other
YOR355W	GDS1	522	Verified	other
YOR356W	CIR2	631	Verified	other
YOR357C	SNX3	162	Verified	other
YOR358W	HAP5	242	Verified	other
YOR359W	VTS1	523	Verified	other
YOR360C	PDE2	526	Verified	other
YOR361C	PRT1	763	Verified	translation
YOR362C	PRE10	288	Verified	other
YOR363C	PIP2	996	Verified	other
YOR364W	YOR364W	122	Dubious	other
YOR365C	YOR365C	703	Uncharacterized	other
YOR366W	YOR366W	117	Dubious	other
YOR367W	SCP1	200	Verified	other
YOR368W	RAD17	401	Verified	other
YOR369C	RPS12	143	Verified	translation
YOR370C	MRS6	603	Verified	other
YOR371C	GPB1	897	Verified	other
YOR372C	NDD1	554	Verified	other
YOR373W	NUD1	851	Verified	other
YOR374W	ALD4	519	Verified	glycolysis
YOR375C	GDH1	454	Verified	other
YOR376W	YOR376W	122	Uncharacterized	other
YOR376W-A	YOR376W-A	51	Uncharacterized	other
YOR377W	ATF1	525	Verified	other
YOR378W	AMF1	515	Verified	other
YOR379C	YOR379C	112	Dubious	other
YOR380W	RDR1	546	Verified	other
YOR381W	FRE3	711	Verified	other
YOR381W-A	YOR381W-A	55	Uncharacterized	other
YOR382W	FIT2	153	Verified	MSN2/4
YOR383C	FIT3	204	Verified	other
YOR384W	FRE5	694	Verified	other
YOR385W	YOR385W	290	Uncharacterized	other
YOR386W	PHR1	565	Verified	other
YOR387C	YOR387C	206	Uncharacterized	other
YOR388C	FDH1	376	Verified	other
YOR389W	YOR389W	624	Uncharacterized	other
YOR390W	FEX1	375	Verified	other
YOR391C	HSP33	237	Verified	other
YOR392W	YOR392W	147	Dubious	other
YOR393W	ERR1	437	Verified	other
YOR394C-A	YOR394C-A	55	Uncharacterized	other
YOR394W	PAU21	164	Verified	other
YOR396C-A	YOR396C-A	160	Dubious	other
YOR396W	YRF1-8	1796	Uncharacterized	other
YPL001W	HAT1	374	Verified	other
YPL002C	SNF8	233	Verified	other
YPL003W	ULA1	462	Verified	MSN2/4
YPL004C	LSP1	341	Verified	MSN2/4
YPL005W	AEP3	606	Verified	other
YPL006W	NCR1	1170	Verified	MSN2/4
YPL007C	TFC8	588	Verified	other
YPL008W	CHL1	861	Verified	other
YPL009C	RQC2	1038	Verified	other
YPL010W	RET3	189	Verified	other
YPL011C	TAF3	353	Verified	other
YPL012W	RRP12	1228	Verified	translation
YPL013C	MRPS16	121	Verified	other
YPL014W	CIP1	381	Verified	other
YPL015C	HST2	357	Verified	other
YPL016W	SWI1	1314	Verified	other
YPL017C	IRC15	499	Verified	MSN2/4
YPL018W	CTF19	369	Verified	other
YPL019C	VTC3	835	Verified	other
YPL020C	ULP1	621	Verified	other
YPL021W	ECM23	187	Verified	other
YPL022W	RAD1	1100	Verified	other
YPL023C	MET12	657	Verified	other
YPL024W	RMI1	241	Verified	other
YPL025C	YPL025C	185	Dubious	other
YPL026C	SKS1	502	Verified	other
YPL027W	SMA1	245	Verified	other
YPL028W	ERG10	398	Verified	other
YPL029W	SUV3	737	Verified	other
YPL030W	TRM44	567	Verified	other
YPL031C	PHO85	305	Verified	other
YPL032C	SVL3	825	Verified	other
YPL033C	SRL4	281	Verified	other
YPL034W	YPL034W	165	Uncharacterized	other
YPL035C	YPL035C	115	Dubious	other
YPL036W	PMA2	947	Verified	other
YPL037C	EGD1	157	Verified	other
YPL038W	MET31	177	Verified	other
YPL038W-A	YPL038W-A	63	Uncharacterized	other
YPL039W	YPL039W	316	Uncharacterized	other
YPL040C	ISM1	1002	Verified	other
YPL041C	MRX11	207	Uncharacterized	other
YPL042C	SSN3	555	Verified	other
YPL043W	NOP4	685	Verified	translation
YPL044C	YPL044C	182	Dubious	other
YPL045W	VPS16	798	Verified	other
YPL046C	ELC1	99	Verified	other
YPL047W	SGF11	99	Verified	other
YPL048W	CAM1	415	Verified	translation
YPL049C	DIG1	452	Verified	other
YPL050C	MNN9	395	Verified	other
YPL051W	ARL3	198	Verified	other
YPL052W	OAZ1	292	Verified	other
YPL053C	KTR6	446	Verified	other
YPL054W	LEE1	301	Verified	other
YPL055C	LGE1	332	Verified	other
YPL056C	LCL1	101	Uncharacterized	other
YPL057C	SUR1	382	Verified	other
YPL058C	PDR12	1511	Verified	other
YPL059W	GRX5	150	Verified	other
YPL060W	MFM1	413	Verified	other
YPL061W	ALD6	500	Verified	glycolysis
YPL062W	YPL062W	134	Uncharacterized	other
YPL063W	TIM50	476	Verified	other
YPL064C	CWC27	301	Verified	other
YPL065W	VPS28	242	Verified	other
YPL066W	RGL1	479	Verified	other
YPL067C	YPL067C	198	Uncharacterized	other
YPL068C	YPL068C	293	Uncharacterized	other
YPL069C	BTS1	335	Verified	other
YPL070W	MUK1	612	Verified	other
YPL071C	YPL071C	156	Uncharacterized	other
YPL072W	UBP16	499	Verified	other
YPL073C	YPL073C	161	Dubious	other
YPL074W	YTA6	754	Verified	other
YPL075W	GCR1	785	Verified	other
YPL076W	GPI2	280	Verified	other
YPL077C	YPL077C	240	Uncharacterized	other
YPL078C	ATP4	244	Verified	other
YPL079W	RPL21B	160	Verified	translation
YPL080C	YPL080C	108	Uncharacterized	other
YPL081W	RPS9A	197	Verified	translation
YPL082C	MOT1	1867	Verified	other
YPL083C	SEN54	467	Verified	other
YPL084W	BRO1	844	Verified	other
YPL085W	SEC16	2195	Verified	other
YPL086C	ELP3	557	Verified	other
YPL087W	YDC1	317	Verified	other
YPL088W	YPL088W	342	Uncharacterized	other
YPL089C	RLM1	676	Verified	other
YPL090C	RPS6A	236	Verified	translation
YPL091W	GLR1	483	Verified	other
YPL092W	SSU1	458	Verified	other
YPL093W	NOG1	647	Verified	translation
YPL094C	SEC62	274	Verified	other
YPL095C	EEB1	456	Verified	other
YPL096C-A	ERI1	68	Verified	other
YPL096W	PNG1	363	Verified	other
YPL097W	MSY1	492	Verified	other
YPL098C	MGR2	113	Verified	other
YPL099C	INA17	182	Verified	other
YPL100W	ATG21	496	Verified	other
YPL101W	ELP4	456	Verified	other
YPL102C	YPL102C	100	Dubious	other
YPL103C	FMP30	468	Verified	other
YPL104W	MSD1	658	Verified	other
YPL105C	SYH1	849	Verified	other
YPL106C	SSE1	693	Verified	HSF1
YPL107W	YPL107W	248	Uncharacterized	other
YPL108W	YPL108W	168	Uncharacterized	other
YPL109C	YPL109C	657	Uncharacterized	other
YPL110C	GDE1	1223	Verified	other
YPL111W	CAR1	333	Verified	other
YPL112C	PEX25	394	Verified	other
YPL113C	YPL113C	396	Verified	other
YPL114W	YPL114W	139	Dubious	other
YPL115C	BEM3	1128	Verified	other
YPL116W	HOS3	697	Verified	other
YPL117C	IDI1	288	Verified	other
YPL118W	MRP51	344	Verified	other
YPL119C	DBP1	617	Verified	other
YPL119C-A	YPL119C-A	87	Uncharacterized	other
YPL120W	VPS30	557	Verified	other
YPL121C	MEI5	222	Verified	other
YPL122C	TFB2	513	Verified	other
YPL123C	RNY1	434	Verified	MSN2/4
YPL124W	SPC29	253	Verified	other
YPL125W	KAP120	1032	Verified	other
YPL126W	NAN1	896	Verified	translation
YPL127C	HHO1	258	Verified	other
YPL128C	TBF1	562	Verified	other
YPL129W	TAF14	244	Verified	other
YPL130W	SPO19	223	Verified	other
YPL131W	RPL5	297	Verified	translation
YPL132W	COX11	300	Verified	other
YPL133C	RDS2	446	Verified	other
YPL134C	ODC1	310	Verified	other
YPL135C-A	YPL135C-A	57	Dubious	other
YPL135W	ISU1	165	Verified	other
YPL136W	YPL136W	122	Dubious	other
YPL137C	GIP3	1276	Verified	other
YPL138C	SPP1	353	Verified	other
YPL139C	UME1	460	Verified	other
YPL140C	MKK2	506	Verified	other
YPL141C	FRK1	865	Verified	other
YPL142C	YPL142C	105	Dubious	other
YPL143W	RPL33A	107	Verified	translation
YPL144W	POC4	148	Verified	other
YPL145C	KES1	434	Verified	other
YPL146C	NOP53	455	Verified	translation
YPL147W	PXA1	870	Verified	other
YPL148C	PPT2	173	Verified	other
YPL149W	ATG5	294	Verified	other
YPL150W	YPL150W	901	Uncharacterized	other
YPL151C	PRP46	451	Verified	other
YPL152W	RRD2	358	Verified	other
YPL152W-A	YPL152W-A	32	Uncharacterized	other
YPL153C	RAD53	821	Verified	other
YPL154C	PEP4	405	Verified	MSN2/4
YPL155C	KIP2	706	Verified	other
YPL156C	PRM4	284	Verified	other
YPL157W	TGS1	315	Verified	other
YPL158C	AIM44	758	Verified	other
YPL159C	PET20	253	Verified	other
YPL160W	CDC60	1090	Verified	other
YPL161C	BEM4	633	Verified	other
YPL162C	YPL162C	273	Uncharacterized	other
YPL163C	SVS1	260	Verified	other
YPL164C	MLH3	715	Verified	other
YPL165C	SET6	373	Verified	other
YPL166W	ATG29	213	Verified	other
YPL167C	REV3	1504	Verified	other
YPL168W	MRX4	430	Uncharacterized	other
YPL169C	MEX67	599	Verified	other
YPL170W	DAP1	152	Verified	other
YPL171C	OYE3	400	Verified	other
YPL172C	COX10	462	Verified	other
YPL173W	MRPL40	297	Verified	other
YPL174C	NIP100	868	Verified	other
YPL175W	SPT14	452	Verified	other
YPL176C	TRE1	783	Verified	other
YPL177C	CUP9	306	Verified	other
YPL178W	CBC2	208	Verified	other
YPL179W	PPQ1	549	Verified	other
YPL180W	TCO89	799	Verified	other
YPL181W	CTI6	506	Verified	other
YPL182C	YPL182C	127	Dubious	other
YPL183C	RTT10	1013	Verified	other
YPL183W-A	RTC6	93	Verified	translation
YPL184C	MRN1	612	Verified	other
YPL185W	YPL185W	131	Dubious	other
YPL186C	UIP4	304	Verified	MSN2/4
YPL187W	MF%28ALPHA%291	165	Verified	other
YPL188W	POS5	414	Verified	other
YPL189C-A	COA2	68	Verified	MSN2/4
YPL189W	GUP2	609	Verified	other
YPL190C	NAB3	802	Verified	other
YPL191C	YPL191C	360	Verified	other
YPL192C	PRM3	133	Verified	other
YPL193W	RSA1	381	Verified	translation
YPL194W	DDC1	612	Verified	other
YPL195W	APL5	932	Verified	other
YPL196W	OXR1	273	Verified	other
YPL197C	YPL197C	137	Dubious	other
YPL198W	RPL7B	244	Verified	translation
YPL199C	YPL199C	240	Uncharacterized	other
YPL200W	CSM4	156	Verified	other
YPL201C	YIG1	461	Verified	other
YPL202C	AFT2	416	Verified	other
YPL203W	TPK2	380	Verified	other
YPL204W	HRR25	494	Verified	other
YPL205C	YPL205C	114	Dubious	other
YPL206C	PGC1	321	Verified	other
YPL207W	TYW1	810	Verified	other
YPL208W	RKM1	583	Verified	translation
YPL209C	IPL1	367	Verified	other
YPL210C	SRP72	640	Verified	other
YPL211W	NIP7	181	Verified	translation
YPL212C	PUS1	544	Verified	other
YPL213W	LEA1	238	Verified	other
YPL214C	THI6	540	Verified	other
YPL215W	CBP3	335	Verified	other
YPL216W	YPL216W	1102	Uncharacterized	other
YPL217C	BMS1	1183	Verified	translation
YPL218W	SAR1	190	Verified	other
YPL219W	PCL8	492	Verified	MSN2/4
YPL220W	RPL1A	217	Verified	translation
YPL221W	FLC1	793	Verified	other
YPL222C-A	YPL222C-A	81	Dubious	other
YPL222W	FMP40	688	Uncharacterized	other
YPL223C	GRE1	168	Verified	other
YPL224C	MMT2	484	Verified	other
YPL225W	YPL225W	146	Verified	other
YPL226W	NEW1	1196	Verified	translation
YPL227C	ALG5	334	Verified	other
YPL228W	CET1	549	Verified	other
YPL229W	YPL229W	206	Uncharacterized	other
YPL230W	USV1	391	Verified	MSN2/4
YPL231W	FAS2	1887	Verified	other
YPL232W	SSO1	290	Verified	other
YPL233W	NSL1	216	Verified	other
YPL234C	VMA11	164	Verified	other
YPL235W	RVB2	471	Verified	other
YPL236C	ENV7	364	Verified	other
YPL237W	SUI3	285	Verified	translation
YPL238C	YPL238C	129	Dubious	other
YPL239W	YAR1	200	Verified	other
YPL240C	HSP82	709	Verified	HSF1
YPL241C	CIN2	268	Verified	other
YPL242C	IQG1	1495	Verified	other
YPL243W	SRP68	599	Verified	other
YPL244C	HUT1	339	Verified	other
YPL245W	YPL245W	454	Uncharacterized	other
YPL246C	RBD2	262	Verified	other
YPL247C	YPL247C	523	Uncharacterized	other
YPL248C	GAL4	881	Verified	other
YPL249C	GYP5	894	Verified	other
YPL249C-A	RPL36B	100	Verified	translation
YPL250C	ATG41	136	Verified	HSF1
YPL250W-A	YPL250W-A	95	Dubious	other
YPL251W	YPL251W	100	Dubious	other
YPL252C	YAH1	172	Verified	other
YPL253C	VIK1	647	Verified	other
YPL254W	HFI1	488	Verified	other
YPL255W	BBP1	385	Verified	other
YPL256C	CLN2	545	Verified	other
YPL257W	YPL257W	193	Uncharacterized	other
YPL258C	THI21	551	Verified	other
YPL259C	APM1	475	Verified	other
YPL260W	CUB1	551	Verified	other
YPL261C	YPL261C	102	Uncharacterized	other
YPL262W	FUM1	488	Verified	other
YPL263C	KEL3	651	Verified	other
YPL264C	YPL264C	353	Uncharacterized	other
YPL265W	DIP5	608	Verified	other
YPL266W	DIM1	318	Verified	translation
YPL267W	ACM1	209	Verified	other
YPL268W	PLC1	869	Verified	other
YPL269W	KAR9	644	Verified	other
YPL270W	MDL2	773	Verified	other
YPL271W	ATP15	62	Verified	other
YPL272C	PBI1	517	Uncharacterized	other
YPL273W	SAM4	325	Verified	other
YPL274W	SAM3	587	Verified	other
YPL277C	YPL277C	487	Uncharacterized	other
YPL278C	YPL278C	100	Uncharacterized	other
YPL279C	FEX2	375	Verified	other
YPL280W	HSP32	237	Verified	other
YPL281C	ERR2	437	Verified	other
YPL282C	PAU22	164	Verified	other
YPL283C	YRF1-7	1859	Verified	other
YPL283W-A	YPL283W-A	191	Dubious	other
YPL283W-B	YPL283W-B	160	Dubious	other
YPR001W	CIT3	486	Verified	other
YPR002C-A	YPR002C-A	65	Dubious	other
YPR002W	PDH1	516	Verified	other
YPR003C	YPR003C	754	Uncharacterized	other
YPR004C	AIM45	344	Verified	other
YPR005C	HAL1	294	Verified	other
YPR006C	ICL2	575	Verified	other
YPR007C	REC8	680	Verified	other
YPR008W	HAA1	694	Verified	other
YPR009W	SUT2	268	Verified	other
YPR010C	RPA135	1203	Verified	translation
YPR010C-A	YPR010C-A	72	Uncharacterized	other
YPR011C	YPR011C	326	Verified	other
YPR012W	YPR012W	84	Dubious	other
YPR013C	CMR3	317	Uncharacterized	other
YPR014C	YPR014C	109	Uncharacterized	other
YPR015C	YPR015C	247	Uncharacterized	other
YPR016C	TIF6	245	Verified	translation
YPR016W-A	YPR016W-A	86	Dubious	other
YPR017C	DSS4	143	Verified	other
YPR018W	RLF2	606	Verified	other
YPR019W	MCM4	933	Verified	other
YPR020W	ATP20	115	Verified	other
YPR021C	AGC1	902	Verified	other
YPR022C	SDD4	1133	Verified	other
YPR023C	EAF3	401	Verified	other
YPR024W	YME1	747	Verified	other
YPR025C	CCL1	393	Verified	other
YPR026W	ATH1	1211	Verified	MSN2/4
YPR027C	YPR027C	277	Uncharacterized	other
YPR028W	YOP1	180	Verified	other
YPR029C	APL4	832	Verified	other
YPR030W	CSR2	1121	Verified	other
YPR031W	NTO1	748	Verified	other
YPR032W	SRO7	1033	Verified	other
YPR033C	HTS1	546	Verified	other
YPR034W	ARP7	477	Verified	other
YPR035W	GLN1	370	Verified	other
YPR036W	VMA13	478	Verified	other
YPR036W-A	SPO24	67	Verified	other
YPR037C	ERV2	196	Verified	other
YPR038W	IRC16	119	Dubious	other
YPR039W	YPR039W	111	Dubious	other
YPR040W	TIP41	356	Verified	other
YPR041W	TIF5	405	Verified	translation
YPR042C	PUF2	1075	Verified	other
YPR043W	RPL43A	92	Verified	translation
YPR044C	OPI11	117	Dubious	other
YPR045C	THP3	470	Verified	other
YPR046W	MCM16	181	Verified	other
YPR047W	MSF1	469	Verified	other
YPR048W	TAH18	623	Verified	other
YPR049C	ATG11	1178	Verified	other
YPR050C	YPR050C	137	Dubious	other
YPR051W	MAK3	176	Verified	other
YPR052C	NHP6A	93	Verified	other
YPR053C	YPR053C	151	Uncharacterized	other
YPR054W	SMK1	388	Verified	other
YPR055W	SEC8	1065	Verified	other
YPR056W	TFB4	338	Verified	other
YPR057W	BRR1	341	Verified	other
YPR058W	YMC1	307	Verified	other
YPR059C	YPR059C	128	Dubious	other
YPR060C	ARO7	256	Verified	other
YPR061C	JID1	301	Verified	other
YPR062W	FCY1	158	Verified	other
YPR063C	YPR063C	140	Uncharacterized	other
YPR064W	YPR064W	139	Uncharacterized	other
YPR065W	ROX1	368	Verified	other
YPR066W	UBA3	299	Verified	other
YPR067W	ISA2	185	Verified	other
YPR068C	HOS1	470	Verified	other
YPR069C	SPE3	293	Verified	other
YPR070W	MED1	566	Verified	other
YPR071W	YPR071W	211	Uncharacterized	other
YPR072W	NOT5	560	Verified	other
YPR073C	LTP1	161	Verified	other
YPR074C	TKL1	680	Verified	other
YPR074W-A	YPR074W-A	56	Dubious	other
YPR075C	OPY2	360	Verified	other
YPR076W	YPR076W	124	Dubious	other
YPR077C	YPR077C	123	Dubious	other
YPR078C	YPR078C	372	Uncharacterized	other
YPR079W	MRL1	381	Verified	other
YPR080W	TEF1	458	Verified	translation
YPR081C	GRS2	618	Verified	other
YPR082C	DIB1	143	Verified	other
YPR083W	MDM36	579	Verified	other
YPR084W	YPR084W	456	Uncharacterized	other
YPR085C	ASA1	443	Verified	other
YPR086W	SUA7	345	Verified	other
YPR087W	VPS69	106	Dubious	other
YPR088C	SRP54	541	Verified	other
YPR089W	YPR089W	888	Uncharacterized	other
YPR091C	NVJ2	770	Verified	MSN2/4
YPR092W	YPR092W	101	Dubious	other
YPR093C	ASR1	288	Verified	other
YPR094W	RDS3	107	Verified	other
YPR095C	SYT1	1226	Verified	other
YPR096C	YPR096C	100	Verified	other
YPR097W	YPR097W	1073	Verified	other
YPR098C	YPR098C	161	Verified	other
YPR099C	YPR099C	118	Dubious	other
YPR100W	MRPL51	140	Verified	other
YPR101W	SNT309	175	Verified	other
YPR102C	RPL11A	174	Verified	translation
YPR103W	PRE2	287	Verified	other
YPR104C	FHL1	936	Verified	other
YPR105C	COG4	861	Verified	other
YPR106W	ISR1	443	Verified	other
YPR107C	YTH1	208	Verified	other
YPR108W	RPN7	429	Verified	other
YPR108W-A	YPR108W-A	70	Uncharacterized	other
YPR109W	YPR109W	294	Uncharacterized	other
YPR110C	RPC40	335	Verified	translation
YPR111W	DBF20	564	Verified	other
YPR112C	MRD1	887	Verified	other
YPR113W	PIS1	220	Verified	other
YPR114W	YPR114W	315	Uncharacterized	other
YPR115W	RGC1	1083	Verified	other
YPR116W	RRG8	277	Verified	other
YPR117W	YPR117W	2489	Uncharacterized	other
YPR118W	MRI1	411	Verified	other
YPR119W	CLB2	491	Verified	other
YPR120C	CLB5	435	Verified	other
YPR121W	THI22	572	Verified	other
YPR122W	AXL1	1208	Verified	other
YPR123C	YPR123C	144	Dubious	other
YPR124W	CTR1	406	Verified	other
YPR125W	YLH47	454	Verified	other
YPR126C	YPR126C	102	Dubious	other
YPR127W	YPR127W	345	Verified	other
YPR128C	ANT1	328	Verified	other
YPR129W	SCD6	349	Verified	other
YPR130C	YPR130C	135	Dubious	other
YPR131C	NAT3	195	Verified	other
YPR132W	RPS23B	145	Verified	translation
YPR133C	SPN1	410	Verified	other
YPR133W-A	TOM5	50	Verified	other
YPR134W	MSS18	268	Verified	other
YPR135W	CTF4	927	Verified	other
YPR136C	YPR136C	170	Dubious	other
YPR137W	RRP9	573	Verified	translation
YPR138C	MEP3	489	Verified	other
YPR139C	LOA1	300	Verified	other
YPR140W	TAZ1	381	Verified	other
YPR141C	KAR3	729	Verified	other
YPR142C	YPR142C	187	Dubious	other
YPR143W	RRP15	250	Verified	translation
YPR144C	NOC4	552	Verified	translation
YPR145C-A	YPR145C-A	78	Uncharacterized	other
YPR145W	ASN1	572	Verified	other
YPR146C	YPR146C	109	Dubious	other
YPR147C	YPR147C	304	Verified	other
YPR148C	YPR148C	435	Verified	other
YPR149W	NCE102	173	Verified	MSN2/4
YPR150W	YPR150W	173	Dubious	other
YPR151C	SUE1	206	Verified	other
YPR152C	URN1	465	Verified	other
YPR153W	MAY24	140	Verified	other
YPR154W	PIN3	215	Verified	HSF1
YPR155C	NCA2	616	Verified	other
YPR156C	TPO3	622	Verified	other
YPR157W	TDA6	467	Uncharacterized	other
YPR158W	CUR1	252	Verified	HSF1
YPR159C-A	YPR159C-A	33	Uncharacterized	other
YPR159W	KRE6	720	Verified	other
YPR160C-A	YPR160C-A	94	Dubious	other
YPR160W	GPH1	902	Verified	MSN2/4
YPR160W-A	YPR160W-A	26	Dubious	other
YPR161C	SGV1	657	Verified	other
YPR162C	ORC4	529	Verified	other
YPR163C	TIF3	436	Verified	translation
YPR164W	MMS1	1407	Verified	other
YPR165W	RHO1	209	Verified	other
YPR166C	MRP2	115	Verified	other
YPR167C	MET16	261	Verified	other
YPR168W	NUT2	157	Verified	other
YPR169W	JIP5	492	Verified	other
YPR169W-A	YPR169W-A	72	Dubious	other
YPR170C	YPR170C	111	Dubious	other
YPR170W-A	YPR170W-A	61	Dubious	other
YPR170W-B	YPR170W-B	85	Uncharacterized	other
YPR171W	BSP1	576	Verified	other
YPR172W	YPR172W	200	Uncharacterized	other
YPR173C	VPS4	437	Verified	other
YPR174C	YPR174C	221	Verified	other
YPR175W	DPB2	689	Verified	other
YPR176C	BET2	325	Verified	other
YPR177C	YPR177C	123	Dubious	other
YPR178W	PRP4	465	Verified	other
YPR179C	HDA3	655	Verified	other
YPR180W	AOS1	347	Verified	other
YPR181C	SEC23	768	Verified	other
YPR182W	SMX3	86	Verified	other
YPR183W	DPM1	267	Verified	other
YPR184W	GDB1	1536	Verified	MSN2/4
YPR185W	ATG13	738	Verified	other
YPR186C	PZF1	429	Verified	other
YPR187W	RPO26	155	Verified	translation
YPR188C	MLC2	163	Verified	other
YPR189W	SKI3	1432	Verified	other
YPR190C	RPC82	654	Verified	other
YPR191W	QCR2	368	Verified	other
YPR192W	AQY1	305	Verified	MSN2/4
YPR193C	HPA2	156	Verified	other
YPR194C	OPT2	877	Verified	other
YPR195C	YPR195C	109	Uncharacterized	other
YPR196W	YPR196W	470	Uncharacterized	other
YPR197C	YPR197C	187	Dubious	other
YPR198W	SGE1	543	Verified	other
YPR199C	ARR1	294	Verified	other
YPR200C	ARR2	130	Verified	other
YPR201W	ARR3	404	Verified	other
