skORF	gene	ORF	kmORF
NA	YDR098C-B	YDR098C-B	KLMA_40420
NA	YDR098C-B	YDR098C-B	KLMA_40630
NA	YDR098C-B	YDR098C-B	KLMA_80002
NA	YDR098C-B	YDR098C-B	KLMA_40001
NA	YDR098C-B	YDR098C-B	KLMA_80326
NA	YDR098C-B	YDR098C-B	KLMA_80003
NA	YDR102C	YDR102C	NA
NA	YDR112W	YDR112W	NA
NA	YDR114C	YDR114C	NA
NA	YDR115W	YDR115W	KLMA_40143
NA	YDR118W-A	YDR118W-A	NA
NA	COX26	YDR119W-A	NA
NA	YDR133C	YDR133C	NA
NA	YDR136C	YDR136C	NA
NA	RUB1	YDR139C	NA
NA	YDR149C	YDR149C	NA
NA	YDR154C	YDR154C	NA
NA	YDR157W	YDR157W	NA
NA	YDR169C-A	YDR169C-A	NA
NA	YDR170W-A	YDR170W-A	NA
NA	YDR182W-A	YDR182W-A	NA
NA	YDR183C-A	YDR183C-A	NA
NA	YDR187C	YDR187C	NA
NA	YDR193W	YDR193W	NA
NA	YDR194W-A	YDR194W-A	NA
NA	YDR199W	YDR199W	NA
NA	YDR203W	YDR203W	NA
NA	YDR209C	YDR209C	NA
NA	YDR210C-C	YDR210C-C	NA
NA	YDR210C-D	YDR210C-D	KLMA_10001
NA	YDR210C-D	YDR210C-D	KLMA_10760
NA	YDR210C-D	YDR210C-D	KLMA_20185
NA	YDR210C-D	YDR210C-D	KLMA_30004
NA	YDR210C-D	YDR210C-D	KLMA_30006
NA	YDR210C-D	YDR210C-D	KLMA_30054
NA	YDR210C-D	YDR210C-D	KLMA_40299
NA	YDR210C-D	YDR210C-D	KLMA_50423
NA	YDR210C-D	YDR210C-D	KLMA_30008
NA	YDR210C-D	YDR210C-D	KLMA_50004
NA	YDR210C-D	YDR210C-D	KLMA_10554
NA	YDR210C-D	YDR210C-D	KLMA_40195
NA	YDR210C-D	YDR210C-D	KLMA_40420
NA	YDR210C-D	YDR210C-D	KLMA_40630
NA	YDR210C-D	YDR210C-D	KLMA_80002
NA	YDR210C-D	YDR210C-D	KLMA_40001
NA	YDR210C-D	YDR210C-D	KLMA_80326
NA	YDR210C-D	YDR210C-D	KLMA_80003
NA	YDR210W	YDR210W	NA
NA	YDR210W-A	YDR210W-A	NA
NA	YDR210W-B	YDR210W-B	KLMA_10001
NA	YDR210W-B	YDR210W-B	KLMA_10760
NA	YDR210W-B	YDR210W-B	KLMA_20185
NA	YDR210W-B	YDR210W-B	KLMA_30004
NA	YDR210W-B	YDR210W-B	KLMA_30006
NA	YDR210W-B	YDR210W-B	KLMA_30054
NA	YDR210W-B	YDR210W-B	KLMA_40299
NA	YDR210W-B	YDR210W-B	KLMA_50423
NA	YDR210W-B	YDR210W-B	KLMA_30008
NA	YDR210W-B	YDR210W-B	KLMA_50004
NA	YDR210W-B	YDR210W-B	KLMA_10554
NA	YDR210W-B	YDR210W-B	KLMA_40195
NA	YDR210W-B	YDR210W-B	KLMA_40420
NA	YDR210W-B	YDR210W-B	KLMA_40630
NA	YDR210W-B	YDR210W-B	KLMA_80002
NA	YDR210W-B	YDR210W-B	KLMA_40001
NA	YDR210W-B	YDR210W-B	KLMA_80326
NA	YDR210W-B	YDR210W-B	KLMA_80003
NA	YDR215C	YDR215C	NA
NA	YDR220C	YDR220C	NA
NA	YDR222W	YDR222W	KLMA_20124
NA	YDR230W	YDR230W	NA
NA	YDR241W	YDR241W	NA
NA	YDR246W-A	YDR246W-A	NA
NA	YDR250C	YDR250C	NA
NA	YDR261C-C	YDR261C-C	NA
NA	YDR261C-D	YDR261C-D	KLMA_10001
NA	YDR261C-D	YDR261C-D	KLMA_10760
NA	YDR261C-D	YDR261C-D	KLMA_20185
NA	YDR261C-D	YDR261C-D	KLMA_30004
NA	YDR261C-D	YDR261C-D	KLMA_30006
NA	YDR261C-D	YDR261C-D	KLMA_30054
NA	YDR261C-D	YDR261C-D	KLMA_40299
NA	YDR261C-D	YDR261C-D	KLMA_50423
NA	YDR261C-D	YDR261C-D	KLMA_30008
NA	YDR261C-D	YDR261C-D	KLMA_50004
NA	YDR261C-D	YDR261C-D	KLMA_10554
NA	YDR261C-D	YDR261C-D	KLMA_40195
NA	YDR261C-D	YDR261C-D	KLMA_40420
NA	YDR261C-D	YDR261C-D	KLMA_40630
NA	YDR261C-D	YDR261C-D	KLMA_80002
NA	YDR261C-D	YDR261C-D	KLMA_40001
NA	YDR261C-D	YDR261C-D	KLMA_80326
NA	YDR261C-D	YDR261C-D	KLMA_80003
NA	YDR261W-A	YDR261W-A	NA
NA	YDR261W-B	YDR261W-B	KLMA_10001
NA	YDR261W-B	YDR261W-B	KLMA_10760
NA	YDR261W-B	YDR261W-B	KLMA_20185
NA	YDR261W-B	YDR261W-B	KLMA_30004
NA	YDR261W-B	YDR261W-B	KLMA_30006
NA	YDR261W-B	YDR261W-B	KLMA_30054
NA	YDR261W-B	YDR261W-B	KLMA_40299
NA	YDR261W-B	YDR261W-B	KLMA_50423
NA	YDR261W-B	YDR261W-B	KLMA_30008
NA	YDR261W-B	YDR261W-B	KLMA_50004
NA	YDR261W-B	YDR261W-B	KLMA_10554
NA	YDR261W-B	YDR261W-B	KLMA_40195
NA	YDR261W-B	YDR261W-B	KLMA_40420
NA	YDR261W-B	YDR261W-B	KLMA_40630
NA	YDR261W-B	YDR261W-B	KLMA_80002
NA	YDR261W-B	YDR261W-B	KLMA_40001
NA	YDR261W-B	YDR261W-B	KLMA_80326
NA	YDR261W-B	YDR261W-B	KLMA_80003
NA	YDR269C	YDR269C	NA
NA	YDR271C	YDR271C	NA
NA	YDR274C	YDR274C	NA
NA	YDR278C	YDR278C	NA
NA	PHM6	YDR281C	NA
NA	YDR290W	YDR290W	NA
NA	YDR316W-A	YDR316W-A	NA
NA	YDR316W-B	YDR316W-B	KLMA_10001
NA	YDR316W-B	YDR316W-B	KLMA_10760
NA	YDR316W-B	YDR316W-B	KLMA_20185
NA	YDR316W-B	YDR316W-B	KLMA_30004
NA	YDR316W-B	YDR316W-B	KLMA_30006
NA	YDR316W-B	YDR316W-B	KLMA_30054
NA	YDR316W-B	YDR316W-B	KLMA_40299
NA	YDR316W-B	YDR316W-B	KLMA_50423
NA	YDR316W-B	YDR316W-B	KLMA_30008
NA	YDR316W-B	YDR316W-B	KLMA_50004
NA	YDR316W-B	YDR316W-B	KLMA_10554
NA	YDR316W-B	YDR316W-B	KLMA_40195
NA	YDR316W-B	YDR316W-B	KLMA_40420
NA	YDR316W-B	YDR316W-B	KLMA_40630
NA	YDR316W-B	YDR316W-B	KLMA_80002
NA	YDR316W-B	YDR316W-B	KLMA_40001
NA	YDR316W-B	YDR316W-B	KLMA_80326
NA	YDR316W-B	YDR316W-B	KLMA_80003
NA	YFT2	YDR319C	KLMA_30342
NA	YDR320W-B	YDR320W-B	NA
NA	YDR327W	YDR327W	NA
NA	RQC1	YDR333C	KLMA_30189
NA	YDR340W	YDR340W	NA
NA	YDR344C	YDR344C	NA
NA	YPQ2	YDR352W	KLMA_10684
NA	YDR354C-A	YDR354C-A	NA
NA	YDR355C	YDR355C	NA
NA	YDR360W	YDR360W	NA
NA	YDR365W-A	YDR365W-A	NA
NA	YDR365W-B	YDR365W-B	KLMA_10001
NA	YDR365W-B	YDR365W-B	KLMA_10760
NA	YDR365W-B	YDR365W-B	KLMA_20185
NA	YDR365W-B	YDR365W-B	KLMA_30004
NA	YDR365W-B	YDR365W-B	KLMA_30006
NA	YDR365W-B	YDR365W-B	KLMA_30054
NA	YDR365W-B	YDR365W-B	KLMA_40299
NA	YDR365W-B	YDR365W-B	KLMA_50423
NA	YDR365W-B	YDR365W-B	KLMA_30008
NA	YDR365W-B	YDR365W-B	KLMA_50004
NA	YDR365W-B	YDR365W-B	KLMA_10554
NA	YDR365W-B	YDR365W-B	KLMA_40195
NA	YDR365W-B	YDR365W-B	KLMA_40420
NA	YDR365W-B	YDR365W-B	KLMA_40630
NA	YDR365W-B	YDR365W-B	KLMA_80002
NA	YDR365W-B	YDR365W-B	KLMA_40001
NA	YDR365W-B	YDR365W-B	KLMA_80326
NA	YDR365W-B	YDR365W-B	KLMA_80003
NA	YDR366C	YDR366C	NA
NA	DXO1	YDR370C	KLMA_20616
NA	YDR371C-A	YDR371C-A	NA
NA	PHO92	YDR374C	KLMA_20607
NA	LSM6	YDR378C	KLMA_20602
NA	SDH6	YDR379C-A	NA
NA	YDR381C-A	YDR381C-A	KLMA_20593
NA	ATO3	YDR384C	KLMA_20586
NA	ATO3	YDR384C	KLMA_20587
NA	YDR396W	YDR396W	NA
NA	YDR401W	YDR401W	NA
NA	YDR406W-A	YDR406W-A	NA
NA	YDR413C	YDR413C	NA
NA	YDR417C	YDR417C	NA
NA	DYN2	YDR424C	NA
NA	YDR426C	YDR426C	NA
NA	YDR431W	YDR431W	NA
NA	YDR433W	YDR433W	NA
NA	YDR442W	YDR442W	NA
NA	YDR445C	YDR445C	NA
NA	YHP1	YDR451C	KLMA_40576
NA	YDR455C	YDR455C	NA
NA	YDR464C-A	YDR464C-A	NA
NA	YDR467C	YDR467C	NA
NA	YDR491C	YDR491C	NA
NA	RPL37B	YDR500C	KLMA_10083
NA	SPG3	YDR504C	NA
NA	YDR509W	YDR509W	NA
NA	YDR510C-A	YDR510C-A	NA
NA	SDH7	YDR511W	KLMA_10064
NA	YDR521W	YDR521W	NA
NA	YDR524C-A	YDR524C-A	NA
NA	YDR524W-C	YDR524W-C	NA
NA	YDR525W	YDR525W	NA
NA	YDR526C	YDR526C	NA
NA	APA2	YDR530C	KLMA_10035
NA	YDR535C	YDR535C	NA
NA	YDR537C	YDR537C	NA
NA	IRC4	YDR540C	NA
NA	YDR541C	YDR541C	KLMA_40628
NA	YDR541C	YDR541C	KLMA_60425
NA	PAU10	YDR542W	NA
NA	YDR543C	YDR543C	NA
NA	YDR544C	YDR544C	NA
NA	YDR545C-A	YDR545C-A	NA
NA	YRF1-1	YDR545W	NA
NA	YEL008C-A	YEL008C-A	NA
NA	YEL009C-A	YEL009C-A	NA
NA	YEL010W	YEL010W	NA
NA	YEL014C	YEL014C	NA
NA	YEL018C-A	YEL018C-A	NA
NA	YEL020C-B	YEL020C-B	NA
NA	YEL028W	YEL028W	NA
NA	YEL030C-A	YEL030C-A	NA
NA	YEL032C-A	YEL032C-A	NA
NA	MTC7	YEL033W	NA
NA	YEL034C-A	YEL034C-A	NA
NA	UTR5	YEL035C	NA
NA	YEL045C	YEL045C	NA
NA	FRD1	YEL047C	KLMA_30274
NA	YEL050W-A	YEL050W-A	NA
NA	YEL053W-A	YEL053W-A	NA
NA	YEL059W	YEL059W	NA
NA	SIT1	YEL065W	NA
NA	YEL067C	YEL067C	NA
NA	YEL068C	YEL068C	NA
NA	HXT13	YEL069C	NA
NA	DSF1	YEL070W	NA
NA	RMD6	YEL072W	NA
NA	YEL073C	YEL073C	NA
NA	YEL074W	YEL074W	NA
NA	YEL075C	YEL075C	NA
NA	YEL075W-A	YEL075W-A	NA
NA	YEL076C	YEL076C	NA
NA	YEL076C-A	YEL076C-A	NA
NA	YEL077C	YEL077C	NA
NA	YEL077W-A	YEL077W-A	NA
NA	YER006C-A	YER006C-A	NA
NA	BUD25	YER014C-A	NA
NA	YER023C-A	YER023C-A	NA
NA	YER038W-A	YER038W-A	NA
NA	YER039C-A	YER039C-A	NA
NA	YER046W-A	YER046W-A	NA
NA	GPP2	YER062C	KLMA_70183
NA	YER066C-A	YER066C-A	NA
NA	RRT13	YER066W	KLMA_20775
NA	YER067C-A	YER067C-A	NA
NA	YER068C-A	YER068C-A	NA
NA	YOS1	YER074W-A	NA
NA	YER076C	YER076C	NA
NA	YER076W-A	YER076W-A	NA
NA	YER078W-A	YER078W-A	NA
NA	YER079C-A	YER079C-A	NA
NA	YER084W-A	YER084W-A	NA
NA	YER087C-A	YER087C-A	NA
NA	YER088C-A	YER088C-A	NA
NA	YER088W-B	YER088W-B	NA
NA	YER090C-A	YER090C-A	NA
NA	YER091C-A	YER091C-A	NA
NA	YER097W	YER097W	NA
NA	YER107W-A	YER107W-A	NA
NA	YER119C-A	YER119C-A	NA
NA	COM2	YER130C	KLMA_30323
NA	YER133W-A	YER133W-A	NA
NA	YER135C	YER135C	NA
NA	YER137C-A	YER137C-A	NA
NA	YER137W-A	YER137W-A	NA
NA	YER138C	YER138C	KLMA_10001
NA	YER138C	YER138C	KLMA_10760
NA	YER138C	YER138C	KLMA_20185
NA	YER138C	YER138C	KLMA_30004
NA	YER138C	YER138C	KLMA_30006
NA	YER138C	YER138C	KLMA_30054
NA	YER138C	YER138C	KLMA_40299
NA	YER138C	YER138C	KLMA_50423
NA	YER138C	YER138C	KLMA_30008
NA	YER138C	YER138C	KLMA_50004
NA	YER138C	YER138C	KLMA_10554
NA	YER138C	YER138C	KLMA_40195
NA	YER138C	YER138C	KLMA_40420
NA	YER138C	YER138C	KLMA_40630
NA	YER138C	YER138C	KLMA_80002
NA	YER138C	YER138C	KLMA_40001
NA	YER138C	YER138C	KLMA_80326
NA	YER138C	YER138C	KLMA_80003
NA	YER138W-A	YER138W-A	NA
NA	EMP65	YER140W	KLMA_30135
NA	YER145C-A	YER145C-A	NA
NA	YER147C-A	YER147C-A	NA
NA	YER148W-A	YER148W-A	NA
NA	YER152W-A	YER152W-A	NA
NA	YER158W-A	YER158W-A	NA
NA	YER159C-A	YER159C-A	NA
NA	YER160C	YER160C	KLMA_10001
NA	YER160C	YER160C	KLMA_10760
NA	YER160C	YER160C	KLMA_20185
NA	YER160C	YER160C	KLMA_30004
NA	YER160C	YER160C	KLMA_30006
NA	YER160C	YER160C	KLMA_30054
NA	YER160C	YER160C	KLMA_40299
NA	YER160C	YER160C	KLMA_50423
NA	YER160C	YER160C	KLMA_30008
NA	YER160C	YER160C	KLMA_50004
NA	YER160C	YER160C	KLMA_10554
NA	YER160C	YER160C	KLMA_40195
NA	YER160C	YER160C	KLMA_40420
NA	YER160C	YER160C	KLMA_40630
NA	YER160C	YER160C	KLMA_80002
NA	YER160C	YER160C	KLMA_40001
NA	YER160C	YER160C	KLMA_80326
NA	YER160C	YER160C	KLMA_80003
NA	GCG1	YER163C	KLMA_30377
NA	YER165C-A	YER165C-A	NA
NA	YER172C-A	YER172C-A	NA
NA	YER175W-A	YER175W-A	NA
NA	YER181C	YER181C	NA
NA	TOG1	YER184C	NA
NA	PUG1	YER185W	KLMA_60244
NA	YER187W	YER187W	NA
NA	YER188C-A	YER188C-A	NA
NA	YER188W	YER188W	NA
NA	YER189W	YER189W	NA
NA	YER190C-A	YER190C-A	NA
NA	YER190C-B	YER190C-B	NA
NA	YRF1-2	YER190W	NA
NA	YFL002W-A	YFL002W-A	KLMA_10001
NA	YFL002W-A	YFL002W-A	KLMA_10760
NA	YFL002W-A	YFL002W-A	KLMA_20185
NA	YFL002W-A	YFL002W-A	KLMA_30004
NA	YFL002W-A	YFL002W-A	KLMA_30006
NA	YFL002W-A	YFL002W-A	KLMA_30054
NA	YFL002W-A	YFL002W-A	KLMA_40299
NA	YFL002W-A	YFL002W-A	KLMA_50423
NA	YFL002W-A	YFL002W-A	KLMA_30008
NA	YFL002W-A	YFL002W-A	KLMA_50004
NA	YFL002W-A	YFL002W-A	KLMA_10554
NA	YFL002W-A	YFL002W-A	KLMA_40195
NA	YFL002W-A	YFL002W-A	KLMA_40420
NA	YFL002W-A	YFL002W-A	KLMA_40630
NA	YFL002W-A	YFL002W-A	KLMA_80002
NA	YFL002W-A	YFL002W-A	KLMA_40001
NA	YFL002W-A	YFL002W-A	KLMA_80326
NA	YFL002W-A	YFL002W-A	KLMA_80003
NA	YFL002W-B	YFL002W-B	NA
NA	AUA1	YFL010W-A	NA
NA	YFL012W-A	YFL012W-A	NA
NA	YFL013W-A	YFL013W-A	NA
NA	YFL015W-A	YFL015W-A	NA
NA	YFL019C	YFL019C	NA
NA	PAU5	YFL020C	NA
NA	YFL021C-A	YFL021C-A	NA
NA	YFL031C-A	YFL031C-A	NA
NA	YFL032W	YFL032W	NA
NA	YFL041W-A	YFL041W-A	NA
NA	YFL051C	YFL051C	NA
NA	AAD6	YFL056C	NA
NA	SNZ3	YFL059W	NA
NA	SNO3	YFL060C	KLMA_30726
NA	DDI2	YFL061W	NA
NA	YFL063W	YFL063W	NA
NA	YFL064C	YFL064C	NA
NA	YFL065C	YFL065C	NA
NA	YFL066C	YFL066C	NA
NA	YFL067W	YFL067W	NA
NA	YFL068W	YFL068W	NA
NA	YFR009W-A	YFR009W-A	NA
NA	YFR010W-A	YFR010W-A	NA
NA	MIC19	YFR011C	KLMA_10530
NA	YFR012W-A	YFR012W-A	NA
NA	ULI1	YFR026C	NA
NA	YFR032C-B	YFR032C-B	NA
NA	YFR034W-A	YFR034W-A	NA
NA	YFR035C	YFR035C	NA
NA	YFR036W-A	YFR036W-A	NA
NA	OSW7	YFR039C	NA
NA	YFR052C-A	YFR052C-A	NA
NA	YFR054C	YFR054C	NA
NA	YFR056C	YFR056C	NA
NA	YFR057W	YFR057W	NA
NA	YGL006W-A	YGL006W-A	NA
NA	YGL007C-A	YGL007C-A	NA
NA	YGL007W	YGL007W	NA
NA	MPO1	YGL010W	KLMA_50156
NA	YGL014C-A	YGL014C-A	NA
NA	YGL024W	YGL024W	NA
NA	YGL034C	YGL034C	NA
NA	YGL041C	YGL041C	NA
NA	YGL041C-B	YGL041C-B	NA
NA	YGL042C	YGL042C	NA
NA	MST27	YGL051W	NA
NA	YGL052W	YGL052W	NA
NA	PRM8	YGL053W	NA
NA	YGL063C-A	YGL063C-A	NA
NA	YGL069C	YGL069C	NA
NA	YGL072C	YGL072C	NA
NA	YGL074C	YGL074C	NA
NA	MPC1	YGL080W	KLMA_60370
NA	YGL088W	YGL088W	NA
NA	YGL102C	YGL102C	NA
NA	YGL109W	YGL109W	NA
NA	YGL118C	YGL118C	NA
NA	YGL123C-A	YGL123C-A	NA
NA	YGL132W	YGL132W	NA
NA	YGL149W	YGL149W	NA
NA	YGL152C	YGL152C	NA
NA	YGL165C	YGL165C	NA
NA	HUR1	YGL168W	NA
NA	YGL177W	YGL177W	NA
NA	YGL182C	YGL182C	NA
NA	YGL188C	YGL188C	NA
NA	YGL193C	YGL193C	NA
NA	YGL199C	YGL199C	NA
NA	YGL204C	YGL204C	NA
NA	YGL214W	YGL214W	NA
NA	YGL217C	YGL217C	NA
NA	YGL218W	YGL218W	NA
NA	YGL235W	YGL235W	NA
NA	YGL239C	YGL239C	NA
NA	YGL258W-A	YGL258W-A	NA
NA	YPS5	YGL259W	NA
NA	YGL260W	YGL260W	NA
NA	PAU11	YGL261C	NA
NA	YGL262W	YGL262W	NA
NA	COS12	YGL263W	NA
NA	EFM5	YGR001C	KLMA_10444
NA	YGR011W	YGR011W	NA
NA	YGR018C	YGR018C	NA
NA	YGR022C	YGR022C	NA
NA	YGR025W	YGR025W	NA
NA	YGR027W-A	YGR027W-A	NA
NA	YGR027W-B	YGR027W-B	KLMA_10001
NA	YGR027W-B	YGR027W-B	KLMA_10760
NA	YGR027W-B	YGR027W-B	KLMA_20185
NA	YGR027W-B	YGR027W-B	KLMA_30004
NA	YGR027W-B	YGR027W-B	KLMA_30006
NA	YGR027W-B	YGR027W-B	KLMA_30054
NA	YGR027W-B	YGR027W-B	KLMA_40299
NA	YGR027W-B	YGR027W-B	KLMA_50423
NA	YGR027W-B	YGR027W-B	KLMA_30008
NA	YGR027W-B	YGR027W-B	KLMA_50004
NA	YGR027W-B	YGR027W-B	KLMA_10554
NA	YGR027W-B	YGR027W-B	KLMA_40195
NA	YGR027W-B	YGR027W-B	KLMA_40420
NA	YGR027W-B	YGR027W-B	KLMA_40630
NA	YGR027W-B	YGR027W-B	KLMA_80002
NA	YGR027W-B	YGR027W-B	KLMA_40001
NA	YGR027W-B	YGR027W-B	KLMA_80326
NA	YGR027W-B	YGR027W-B	KLMA_80003
NA	YGR038C-A	YGR038C-A	NA
NA	YGR038C-B	YGR038C-B	KLMA_10001
NA	YGR038C-B	YGR038C-B	KLMA_10760
NA	YGR038C-B	YGR038C-B	KLMA_20185
NA	YGR038C-B	YGR038C-B	KLMA_30004
NA	YGR038C-B	YGR038C-B	KLMA_30006
NA	YGR038C-B	YGR038C-B	KLMA_30054
NA	YGR038C-B	YGR038C-B	KLMA_40299
NA	YGR038C-B	YGR038C-B	KLMA_50423
NA	YGR038C-B	YGR038C-B	KLMA_30008
NA	YGR038C-B	YGR038C-B	KLMA_50004
NA	YGR038C-B	YGR038C-B	KLMA_10554
NA	YGR038C-B	YGR038C-B	KLMA_40195
NA	YGR038C-B	YGR038C-B	KLMA_40420
NA	YGR038C-B	YGR038C-B	KLMA_40630
NA	YGR038C-B	YGR038C-B	KLMA_80002
NA	YGR038C-B	YGR038C-B	KLMA_40001
NA	YGR038C-B	YGR038C-B	KLMA_80326
NA	YGR038C-B	YGR038C-B	KLMA_80003
NA	YGR039W	YGR039W	NA
NA	YGR045C	YGR045C	NA
NA	YGR050C	YGR050C	NA
NA	YGR051C	YGR051C	NA
NA	YGR064W	YGR064W	NA
NA	YGR068W-A	YGR068W-A	NA
NA	YGR069W	YGR069W	NA
NA	YGR073C	YGR073C	NA
NA	PDC6	YGR087C	KLMA_60075
NA	DRN1	YGR093W	KLMA_50429
NA	YGR107W	YGR107W	NA
NA	YGR109W-A	YGR109W-A	NA
NA	YGR109W-B	YGR109W-B	NA
NA	YGR114C	YGR114C	NA
NA	YGR115C	YGR115C	NA
NA	YGR121W-A	YGR121W-A	NA
NA	YGR122C-A	YGR122C-A	NA
NA	YGR137W	YGR137W	NA
NA	YGR139W	YGR139W	NA
NA	YGR146C-A	YGR146C-A	NA
NA	YGR151C	YGR151C	NA
NA	YGR160W	YGR160W	NA
NA	YGR161C-C	YGR161C-C	NA
NA	YGR161C-D	YGR161C-D	KLMA_10001
NA	YGR161C-D	YGR161C-D	KLMA_10760
NA	YGR161C-D	YGR161C-D	KLMA_20185
NA	YGR161C-D	YGR161C-D	KLMA_30004
NA	YGR161C-D	YGR161C-D	KLMA_30006
NA	YGR161C-D	YGR161C-D	KLMA_30054
NA	YGR161C-D	YGR161C-D	KLMA_40299
NA	YGR161C-D	YGR161C-D	KLMA_50423
NA	YGR161C-D	YGR161C-D	KLMA_30008
NA	YGR161C-D	YGR161C-D	KLMA_50004
NA	YGR161C-D	YGR161C-D	KLMA_10554
NA	YGR161C-D	YGR161C-D	KLMA_40195
NA	YGR161C-D	YGR161C-D	KLMA_40420
NA	YGR161C-D	YGR161C-D	KLMA_40630
NA	YGR161C-D	YGR161C-D	KLMA_80002
NA	YGR161C-D	YGR161C-D	KLMA_40001
NA	YGR161C-D	YGR161C-D	KLMA_80326
NA	YGR161C-D	YGR161C-D	KLMA_80003
NA	YGR161W-A	YGR161W-A	NA
NA	YGR161W-B	YGR161W-B	KLMA_10001
NA	YGR161W-B	YGR161W-B	KLMA_10760
NA	YGR161W-B	YGR161W-B	KLMA_20185
NA	YGR161W-B	YGR161W-B	KLMA_30004
NA	YGR161W-B	YGR161W-B	KLMA_30006
NA	YGR161W-B	YGR161W-B	KLMA_30054
NA	YGR161W-B	YGR161W-B	KLMA_40299
NA	YGR161W-B	YGR161W-B	KLMA_50423
NA	YGR161W-B	YGR161W-B	KLMA_30008
NA	YGR161W-B	YGR161W-B	KLMA_50004
NA	YGR161W-B	YGR161W-B	KLMA_10554
NA	YGR161W-B	YGR161W-B	KLMA_40195
NA	YGR161W-B	YGR161W-B	KLMA_40420
NA	YGR161W-B	YGR161W-B	KLMA_40630
NA	YGR161W-B	YGR161W-B	KLMA_80002
NA	YGR161W-B	YGR161W-B	KLMA_40001
NA	YGR161W-B	YGR161W-B	KLMA_80326
NA	YGR161W-B	YGR161W-B	KLMA_80003
NA	YGR164W	YGR164W	NA
NA	LSO2	YGR169C-A	KLMA_30193
NA	YGR174W-A	YGR174W-A	NA
NA	YGR176W	YGR176W	NA
NA	YGR182C	YGR182C	NA
NA	YGR190C	YGR190C	NA
NA	YGR204C-A	YGR204C-A	NA
NA	YGR219W	YGR219W	NA
NA	YGR226C	YGR226C	NA
NA	YGR228W	YGR228W	NA
NA	YHB1	YGR234W	KLMA_30024
NA	MIC26	YGR235C	KLMA_60047
NA	YGR240C-A	YGR240C-A	NA
NA	YGR242W	YGR242W	NA
NA	MPC3	YGR243W	KLMA_10338
NA	YGR259C	YGR259C	NA
NA	YGR265W	YGR265W	NA
NA	YGR269W	YGR269W	NA
NA	YGR270C-A	YGR270C-A	NA
NA	IMA1	YGR287C	NA
NA	YGR290W	YGR290W	NA
NA	YGR291C	YGR291C	NA
NA	MAL12	YGR292W	NA
NA	YGR293C	YGR293C	NA
NA	PAU12	YGR294W	NA
NA	COS6	YGR295C	NA
NA	YGR296C-A	YGR296C-A	NA
NA	YGR296C-B	YGR296C-B	NA
NA	YRF1-3	YGR296W	NA
NA	YHL002C-A	YHL002C-A	NA
NA	LAG1	YHL003C	KLMA_30063
NA	YHL005C	YHL005C	NA
NA	YHL006W-A	YHL006W-A	NA
NA	YHL009W-A	YHL009W-A	NA
NA	YHL009W-B	YHL009W-B	NA
NA	YHL015W-A	YHL015W-A	NA
NA	YHL019W-A	YHL019W-A	NA
NA	YHL030W-A	YHL030W-A	NA
NA	YHL034W-A	YHL034W-A	NA
NA	YHL037C	YHL037C	NA
NA	YHL041W	YHL041W	NA
NA	YHL042W	YHL042W	NA
NA	ECM34	YHL043W	NA
NA	YHL045W	YHL045W	NA
NA	PAU13	YHL046C	NA
NA	YHL046W-A	YHL046W-A	NA
NA	ARN2	YHL047C	KLMA_10010
NA	ARN2	YHL047C	KLMA_10008
NA	YHL048C-A	YHL048C-A	NA
NA	COS8	YHL048W	NA
NA	YHL049C	YHL049C	NA
NA	YHL050C	YHL050C	NA
NA	YHL050W-A	YHL050W-A	NA
NA	TCD1	YHR003C	NA
NA	YHR007C-A	YHR007C-A	NA
NA	ECM12	YHR021W-A	NA
NA	YHR022C-A	YHR022C-A	NA
NA	YHR028W-A	YHR028W-A	NA
NA	YHR032C-A	YHR032C-A	NA
NA	YHR032W-A	YHR032W-A	NA
NA	NEL1	YHR035W	KLMA_30428
NA	DOG2	YHR043C	NA
NA	AAP1	YHR047C	KLMA_30403
NA	YHR049C-A	YHR049C-A	NA
NA	YHR050W-A	YHR050W-A	NA
NA	YHR052W-A	YHR052W-A	NA
NA	CUP1-1	YHR053C	NA
NA	YHR054C	YHR054C	NA
NA	YHR054W-A	YHR054W-A	NA
NA	CUP1-2	YHR055C	NA
NA	YHR056W-A	YHR056W-A	NA
NA	YHR063W-A	YHR063W-A	NA
NA	YHR069C-A	YHR069C-A	NA
NA	YHR070C-A	YHR070C-A	NA
NA	YHR071C-A	YHR071C-A	NA
NA	YHR073C-B	YHR073C-B	NA
NA	YHR073W-A	YHR073W-A	NA
NA	YHR086W-A	YHR086W-A	NA
NA	YHR093W	YHR093W	NA
NA	YHR095W	YHR095W	NA
NA	CIA2	YHR122W	KLMA_60262
NA	YHR125W	YHR125W	NA
NA	YHR130C	YHR130C	NA
NA	YHR131W-A	YHR131W-A	NA
NA	YHR137C-A	YHR137C-A	NA
NA	YHR145C	YHR145C	NA
NA	YHR165W-A	YHR165W-A	NA
NA	YHR173C	YHR173C	NA
NA	YHR175W-A	YHR175W-A	NA
NA	YHR180C-B	YHR180C-B	NA
NA	YHR180W	YHR180W	NA
NA	YHR180W-A	YHR180W-A	NA
NA	YHR182C-A	YHR182C-A	NA
NA	YHR193C-A	YHR193C-A	NA
NA	NBL1	YHR199C-A	NA
NA	YHR212C	YHR212C	NA
NA	YHR212W-A	YHR212W-A	NA
NA	YHR213W	YHR213W	KLMA_10835
NA	YHR213W	YHR213W	KLMA_20002
NA	YHR213W	YHR213W	KLMA_10197
