accession	kmORF	orth_num	ORF	gene	species
W0TFH0	KLMA_50185	orth1	YLR431C	ATG23	Kmarx
W0TFH1	KLMA_70282	orth1	YPR144C	NOC4	Kmarx
W0TFH2	KLMA_60285	NA	NA	NA	Kmarx
W0TFH4	KLMA_50190	orth1	YGR037C	ACB1	Kmarx
W0TFH5	KLMA_70287	orth1	YPR139C	LOA1	Kmarx
W0TFH6	KLMA_80071	orth1	YNR055C	HOL1	Kmarx
W0TFH7	KLMA_60290	orth1	YMR236W	TAF9	Kmarx
W0TFI1	KLMA_70292	orth1	YGR120C	COG2	Kmarx
W0TFI2	KLMA_60295	orth1	YFL026W	STE2	Kmarx
W0TFI5	KLMA_80081	orth1	YLR009W	RLP24	Kmarx
W0TFI6	KLMA_70297	orth1	YGR118W	RPS23A	Kmarx
W0TFI6	KLMA_70297	orth2	YPR132W	RPS23B	Kmarx
W0TFI7	KLMA_60300	NA	NA	NA	Kmarx
W0TFI9	KLMA_80086	NA	NA	NA	Kmarx
W0TFJ1	KLMA_70302	orth1	YPR125W	YLH47	Kmarx
W0TFJ2	KLMA_60305	orth1	YKL041W	VPS24	Kmarx
W0TFJ3	KLMA_50210	orth1	YGR027C	RPS25A	Kmarx
W0TFJ3	KLMA_50210	orth2	YLR333C	RPS25B	Kmarx
W0TFJ5	KLMA_60522	orth1	YLR213C	CRR1	Kmarx
W0TFJ6	KLMA_60310	orth1	YKL040C	NFU1	Kmarx
W0TFJ7	KLMA_70307	orth1	YGR112W	SHY1	Kmarx
W0TFJ8	KLMA_50215	orth1	YKL096W	CWP1	Kmarx
W0TFJ9	KLMA_80096	orth1	YGL147C	RPL9A	Kmarx
W0TFJ9	KLMA_80096	orth2	YNL067W	RPL9B	Kmarx
W0TFK0	KLMA_60315	orth1	YHL013C	OTU2	Kmarx
W0TFK1	KLMA_70312	orth1	YER015W	FAA2	Kmarx
W0TFK2	KLMA_80101	NA	NA	NA	Kmarx
W0TFK3	KLMA_50220	orth1	YKL092C	BUD2	Kmarx
W0TFK7	KLMA_50225	orth1	YJR058C	APS2	Kmarx
W0TFK8	KLMA_60532	orth1	YIL133C	RPL16A	Kmarx
W0TFK8	KLMA_60532	orth2	YNL069C	RPL16B	Kmarx
W0TFK9	KLMA_70317	orth1	YIR007W	NA	Kmarx
W0TFL1	KLMA_60325	orth1	YMR075W	RCO1	Kmarx
W0TFL2	KLMA_50230	orth1	YBR044C	TCM62	Kmarx
W0TFL4	KLMA_70322	orth1	YOL038W	PRE6	Kmarx
W0TFL5	KLMA_80116	orth1	YIL084C	SDS3	Kmarx
W0TFL6	KLMA_60330	NA	NA	NA	Kmarx
W0TFL7	KLMA_50235	orth1	YBR041W	FAT1	Kmarx
W0TFL8	KLMA_60542	orth1	YIL124W	AYR1	Kmarx
W0TFL9	KLMA_80121	orth1	YNL032W	SIW14	Kmarx
W0TFM0	KLMA_70327	orth1	YPR054W	SMK1	Kmarx
W0TFM1	KLMA_60547	orth1	YDR027C	VPS54	Kmarx
W0TFM3	KLMA_50240	orth1	YOR390W	FEX1	Kmarx
W0TFM3	KLMA_50240	orth2	YPL279C	FEX2	Kmarx
W0TFM4	KLMA_60552	NA	NA	NA	Kmarx
W0TFM6	KLMA_70332	orth1	YBR089C-A	NHP6B	Kmarx
W0TFM7	KLMA_60340	orth1	YBR290W	BSD2	Kmarx
W0TFM8	KLMA_50245	orth1	YBR031W	RPL4A	Kmarx
W0TFM8	KLMA_50245	orth2	YDR012W	RPL4B	Kmarx
W0TFM9	KLMA_60557	NA	NA	NA	Kmarx
W0TFN0	KLMA_80131	orth1	YNL022C	RCM1	Kmarx
W0TFN2	KLMA_60345	orth1	YPL180W	TCO89	Kmarx
W0TFN4	KLMA_80136	orth1	YNL038W	GPI15	Kmarx
W0TFN5	KLMA_70005	orth1	YNR062C	NA	Kmarx
W0TFN6	KLMA_60350	orth1	YGL092W	NUP145	Kmarx
W0TFN7	KLMA_50255	orth1	YJL158C	CIS3	Kmarx
W0TFP2	KLMA_60355	orth1	YPL186C	UIP4	Kmarx
W0TFP5	KLMA_80146	orth1	YIL104C	SHQ1	Kmarx
W0TFP7	KLMA_70020	orth1	YMR210W	NA	Kmarx
W0TFP8	KLMA_60360	orth1	YGL085W	LCL3	Kmarx
W0TFQ1	KLMA_70352	orth1	YBL031W	SHE1	Kmarx
W0TFQ3	KLMA_50275	NA	NA	NA	Kmarx
W0TFQ4	KLMA_60365	orth1	YOR389W	NA	Kmarx
W0TFQ4	KLMA_60365	orth2	YPL277C	NA	Kmarx
W0TFQ5	KLMA_80156	orth1	YNL050C	NA	Kmarx
W0TFQ6	KLMA_70357	orth1	YBL028C	NA	Kmarx
W0TFQ7	KLMA_70030	NA	NA	NA	Kmarx
W0TFQ9	KLMA_80161	orth1	YNL053W	MSG5	Kmarx
W0TFR1	KLMA_70362	orth1	YDR060W	MAK21	Kmarx
W0TFR2	KLMA_70035	NA	NA	NA	Kmarx
W0TFR3	KLMA_50285	orth1	YLR363C	NMD4	Kmarx
W0TFR4	KLMA_80166	orth1	YNL056W	OCA2	Kmarx
W0TFS3	KLMA_80176	orth1	YJR096W	NA	Kmarx
W0TFS4	KLMA_70372	orth1	YDR316W	OMS1	Kmarx
W0TFS5	KLMA_70050	orth1	YFL040W	NA	Kmarx
W0TFS6	KLMA_50300	NA	NA	NA	Kmarx
W0TFS8	KLMA_80181	orth1	YGR285C	ZUO1	Kmarx
W0TFT0	KLMA_70055	orth1	YLR064W	PER33	Kmarx
W0TFT1	KLMA_50305	orth1	YDL170W	UGA3	Kmarx
W0TFT4	KLMA_70060	orth1	YLR063W	BMT6	Kmarx
W0TFT6	KLMA_50310	orth1	YDL169C	UGX2	Kmarx
W0TFT7	KLMA_80191	NA	NA	NA	Kmarx
W0TFT8	KLMA_70065	orth1	YDL063C	SYO1	Kmarx
W0TFT9	KLMA_60395	orth1	YPL042C	SSN3	Kmarx
W0TFU3	KLMA_50320	NA	NA	NA	Kmarx
W0TFU4	KLMA_70070	orth1	YLR387C	REH1	Kmarx
W0TFU6	KLMA_70392	orth1	YOR084W	LPX1	Kmarx
W0TFU8	KLMA_70075	orth1	YDL058W	USO1	Kmarx
W0TFU9	KLMA_50325	orth1	YMR193W	MRPL24	Kmarx
W0TFV0	KLMA_60405	orth1	YFR049W	YMR31	Kmarx
W0TFV1	KLMA_70397	orth1	YNL290W	RFC3	Kmarx
W0TFV2	KLMA_70080	orth1	YDL057W	NA	Kmarx
W0TFV3	KLMA_80206	orth1	YOR086C	TCB1	Kmarx
W0TFV4	KLMA_50330	orth1	YPL248C	GAL4	Kmarx
W0TFV7	KLMA_80211	orth1	YNL092W	NA	Kmarx
W0TFV8	KLMA_70085	NA	NA	NA	Kmarx
W0TFV9	KLMA_50335	NA	NA	NA	Kmarx
W0TFW0	KLMA_70090	NA	NA	NA	Kmarx
W0TFW1	KLMA_60415	NA	NA	NA	Kmarx
W0TFW2	KLMA_70407	orth1	YPR021C	AGC1	Kmarx
W0TFW3	KLMA_80216	orth1	YNL094W	APP1	Kmarx
W0TFW4	KLMA_70095	orth1	YBL045C	COR1	Kmarx
W0TFX1	KLMA_80226	orth1	YOR100C	CRC1	Kmarx
W0TFX2	KLMA_50350	orth1	YDR322W	MRPL35	Kmarx
W0TFX3	KLMA_70105	NA	NA	NA	Kmarx
W0TFX4	KLMA_60425	orth1	YDR541C	NA	Kmarx
W0TFX4	KLMA_60425	orth2	YGL039W	NA	Kmarx
W0TFX4	KLMA_60425	orth3	YGL157W	ARI1	Kmarx
W0TFX4	KLMA_60425	orth4	YOL151W	GRE2	Kmarx
W0TFX5	KLMA_70417	orth1	YJL010C	NOP9	Kmarx
W0TFX6	KLMA_70110	orth1	YJR091C	JSN1	Kmarx
W0TFX7	KLMA_80231	orth1	YOR104W	PIN2	Kmarx
W0TFX8	KLMA_50355	orth1	YHR078W	NA	Kmarx
W0TFX9	KLMA_60430	orth1	YER021W	RPN3	Kmarx
W0TFY2	KLMA_80236	orth1	YNL103W	MET4	Kmarx
W0TFY3	KLMA_50360	NA	NA	NA	Kmarx
W0TFY4	KLMA_70120	orth1	YJR084W	NA	Kmarx
W0TFY5	KLMA_70427	NA	NA	NA	Kmarx
W0TFY7	KLMA_80241	NA	NA	NA	Kmarx
W0TFY8	KLMA_50365	orth1	YDR346C	SVF1	Kmarx
W0TFZ0	KLMA_60440	orth1	YJR124C	NA	Kmarx
W0TFZ1	KLMA_80246	orth1	YOL123W	HRP1	Kmarx
W0TFZ2	KLMA_50370	orth1	YER010C	NA	Kmarx
W0TFZ3	KLMA_70432	orth1	YFR007W	YFH7	Kmarx
W0TG00	KLMA_50380	orth1	YPR086W	SUA7	Kmarx
W0TG01	KLMA_80256	orth1	YKL056C	TMA19	Kmarx
W0TG02	KLMA_60450	NA	NA	NA	Kmarx
W0TG05	KLMA_80261	orth1	YMR031C	EIS1	Kmarx
W0TG06	KLMA_70145	NA	NA	NA	Kmarx
W0TG07	KLMA_60455	orth1	YNR008W	LRO1	Kmarx
W0TG10	KLMA_80266	NA	NA	NA	Kmarx
W0TG11	KLMA_70155	orth1	YBL087C	RPL23A	Kmarx
W0TG11	KLMA_70155	orth2	YER117W	RPL23B	Kmarx
W0TG12	KLMA_80271	orth1	YDR495C	VPS3	Kmarx
W0TG13	KLMA_60460	orth1	YMR204C	INP1	Kmarx
W0TG14	KLMA_50395	orth1	YIL005W	EPS1	Kmarx
W0TG18	KLMA_80276	orth1	YNL280C	ERG24	Kmarx
W0TG19	KLMA_60465	orth1	YNR013C	PHO91	Kmarx
W0TG20	KLMA_70165	orth1	YNL313C	EMW1	Kmarx
W0TG22	KLMA_80281	orth1	YNL284C	MRPL10	Kmarx
W0TG24	KLMA_50410	NA	NA	NA	Kmarx
W0TG28	KLMA_50415	orth1	YHL021C	AIM17	Kmarx
W0TG30	KLMA_70180	orth1	YER064C	VHR2	Kmarx
W0TG31	KLMA_60475	orth1	YIL077C	NA	Kmarx
W0TG34	KLMA_80296	orth1	YBR111C	YSA1	Kmarx
W0TG36	KLMA_50425	NA	NA	NA	Kmarx
W0TG38	KLMA_60480	orth1	YDL177C	NA	Kmarx
W0TG39	KLMA_70190	orth1	YER056C-A	RPL34A	Kmarx
W0TG40	KLMA_80301	orth1	YPR073C	LTP1	Kmarx
W0TG42	KLMA_70457	NA	NA	NA	Kmarx
W0TG44	KLMA_70195	orth1	YNR032W	PPG1	Kmarx
W0TG46	KLMA_50435	orth1	YPR114W	NA	Kmarx
W0TG47	KLMA_70462	NA	NA	NA	Kmarx
W0TG48	KLMA_60490	orth1	YDL129W	NA	Kmarx
W0TG49	KLMA_70200	orth1	YNR029C	NA	Kmarx
W0TG50	KLMA_80004	NA	NA	NA	Kmarx
W0TG51	KLMA_80311	orth1	YBR120C	CBP6	Kmarx
W0TG52	KLMA_50440	orth1	YGR099W	TEL2	Kmarx
W0TG53	KLMA_80009	orth1	YJL210W	PEX2	Kmarx
W0TG54	KLMA_70205	orth1	YPR094W	RDS3	Kmarx
W0TG55	KLMA_80316	orth1	YBR125C	PTC4	Kmarx
W0TG58	KLMA_80014	NA	NA	NA	Kmarx
W0TG59	KLMA_80321	orth1	YOL053W	AIM39	Kmarx
W0TG61	KLMA_80326	orth1	YAR009C	NA	Kmarx
W0TG61	KLMA_80326	orth2	YBL005W-B	NA	Kmarx
W0TG61	KLMA_80326	orth3	YBL100W-B	NA	Kmarx
W0TG61	KLMA_80326	orth4	YBR012W-B	NA	Kmarx
W0TG61	KLMA_80326	orth5	YCL019W	NA	Kmarx
W0TG61	KLMA_80326	orth6	YDR034C-D	NA	Kmarx
W0TG61	KLMA_80326	orth7	YDR098C-B	NA	Kmarx
W0TG61	KLMA_80326	orth8	YDR210C-D	NA	Kmarx
W0TG61	KLMA_80326	orth9	YDR210W-B	NA	Kmarx
W0TG61	KLMA_80326	orth10	YDR261C-D	NA	Kmarx
W0TG61	KLMA_80326	orth11	YDR261W-B	NA	Kmarx
W0TG61	KLMA_80326	orth12	YDR316W-B	NA	Kmarx
W0TG61	KLMA_80326	orth13	YDR365W-B	NA	Kmarx
W0TG61	KLMA_80326	orth14	YER138C	NA	Kmarx
W0TG61	KLMA_80326	orth15	YER160C	NA	Kmarx
W0TG61	KLMA_80326	orth16	YFL002W-A	NA	Kmarx
W0TG61	KLMA_80326	orth17	YGR027W-B	NA	Kmarx
W0TG61	KLMA_80326	orth18	YGR038C-B	NA	Kmarx
W0TG61	KLMA_80326	orth19	YGR161C-D	NA	Kmarx
W0TG61	KLMA_80326	orth20	YGR161W-B	NA	Kmarx
W0TG61	KLMA_80326	orth21	YHR214C-B	NA	Kmarx
W0TG61	KLMA_80326	orth22	YJR027W	NA	Kmarx
W0TG61	KLMA_80326	orth23	YJR029W	NA	Kmarx
W0TG61	KLMA_80326	orth24	YLR035C-A	NA	Kmarx
W0TG61	KLMA_80326	orth25	YLR157C-B	NA	Kmarx
W0TG61	KLMA_80326	orth26	YLR227W-B	NA	Kmarx
W0TG61	KLMA_80326	orth27	YLR410W-B	NA	Kmarx
W0TG61	KLMA_80326	orth28	YML039W	NA	Kmarx
W0TG61	KLMA_80326	orth29	YML045W	NA	Kmarx
W0TG61	KLMA_80326	orth30	YMR045C	NA	Kmarx
W0TG61	KLMA_80326	orth31	YMR050C	NA	Kmarx
W0TG61	KLMA_80326	orth32	YNL284C-B	NA	Kmarx
W0TG61	KLMA_80326	orth33	YOL103W-B	NA	Kmarx
W0TG61	KLMA_80326	orth34	YOR142W-B	NA	Kmarx
W0TG61	KLMA_80326	orth35	YOR192C-B	NA	Kmarx
W0TG61	KLMA_80326	orth36	YOR343W-B	NA	Kmarx
W0TG61	KLMA_80326	orth37	YPL257W-B	NA	Kmarx
W0TG61	KLMA_80326	orth38	YPR137C-B	NA	Kmarx
W0TG61	KLMA_80326	orth39	YPR158C-D	NA	Kmarx
W0TG61	KLMA_80326	orth40	YPR158W-B	NA	Kmarx
W0TG62	KLMA_80019	orth1	YDR533C	HSP31	Kmarx
W0TG62	KLMA_80019	orth2	YMR322C	SNO4	Kmarx
W0TG62	KLMA_80019	orth3	YOR391C	HSP33	Kmarx
W0TG62	KLMA_80019	orth4	YPL280W	HSP32	Kmarx
W0TG64	KLMA_50455	orth1	YPR120C	CLB5	Kmarx
W0TG65	KLMA_80024	orth1	YEL056W	HAT2	Kmarx
W0TG66	KLMA_80331	orth1	YPR058W	YMC1	Kmarx
W0TG67	KLMA_50460	orth1	YBR253W	SRB6	Kmarx
W0TG68	KLMA_70220	orth1	YPL230W	USV1	Kmarx
W0TG69	KLMA_60495	orth1	YDL133W	SRF1	Kmarx
W0TG75	KLMA_50470	orth1	YIL017C	VID28	Kmarx
W0TG76	KLMA_70230	NA	NA	NA	Kmarx
W0TG77	KLMA_80341	orth1	YBL054W	TOD6	Kmarx
W0TG78	KLMA_80039	orth1	YML001W	YPT7	Kmarx
W0TG79	KLMA_50475	orth1	YFR033C	QCR6	Kmarx
W0TG81	KLMA_80346	orth1	YBL058W	SHP1	Kmarx
W0TG84	KLMA_70240	orth1	YDL155W	CLB3	Kmarx
W0TG85	KLMA_60500	NA	NA	NA	Kmarx
W0TG86	KLMA_80351	orth1	YER093C-A	AIM11	Kmarx
W0TG87	KLMA_80049	orth1	YML115C	VAN1	Kmarx
W0TG89	KLMA_50485	orth1	YLR128W	DCN1	Kmarx
W0TG90	KLMA_70245	orth1	YDL157C	NA	Kmarx
W0TG94	KLMA_50490	orth1	YLR131C	ACE2	Kmarx
W0TG95	KLMA_60510	orth1	YDL139C	SCM3	Kmarx
W0TG98	KLMA_80064	orth1	YER001W	MNN1	Kmarx
W0TG99	KLMA_60515	orth1	YDL142C	CRD1	Kmarx
W0TGA0	KLMA_50495	orth1	YDR150W	NUM1	Kmarx
W0TGA2	KLMA_80366	orth1	YBL074C	AAR2	Kmarx
W0TGA3	KLMA_60520	orth1	YLR214W	FRE1	Kmarx
W0TGA4	KLMA_80069	orth1	YJR004C	SAG1	Kmarx
W0TGA5	KLMA_50500	orth1	YDR153C	ENT5	Kmarx
W0TGA7	KLMA_80371	NA	NA	NA	Kmarx
W0TGA8	KLMA_80074	orth1	YLR004C	THI73	Kmarx
W0TGA9	KLMA_60525	orth1	YKL043W	PHD1	Kmarx
W0TGA9	KLMA_60525	orth2	YMR016C	SOK2	Kmarx
W0TGB1	KLMA_70265	orth1	YPR163C	TIF3	Kmarx
W0TGB3	KLMA_60530	orth1	YNL070W	TOM7	Kmarx
W0TGB4	KLMA_80376	NA	NA	NA	Kmarx
W0TGB6	KLMA_70270	NA	NA	NA	Kmarx
W0TGB7	KLMA_80084	orth1	YOR022C	NA	Kmarx
W0TGB8	KLMA_60535	orth1	YIL130W	ASG1	Kmarx
W0TGC0	KLMA_70275	NA	NA	NA	Kmarx
W0TGC1	KLMA_50515	NA	NA	NA	Kmarx
W0TGC2	KLMA_60540	orth1	YGL147C	RPL9A	Kmarx
W0TGC2	KLMA_60540	orth2	YNL067W	RPL9B	Kmarx
W0TGC3	KLMA_80089	orth1	YDL110C	TMA17	Kmarx
W0TGC4	KLMA_80386	NA	NA	NA	Kmarx
W0TGC6	KLMA_60545	NA	NA	NA	Kmarx
W0TGC7	KLMA_80094	NA	NA	NA	Kmarx
W0TGC9	KLMA_80391	orth1	YNL320W	NA	Kmarx
W0TGD4	KLMA_80396	orth1	YDR367W	KEI1	Kmarx
W0TGD5	KLMA_60555	orth1	YBR055C	PRP6	Kmarx
W0TGD7	KLMA_70290	orth1	YPR137W	RRP9	Kmarx
W0TGD8	KLMA_50530	orth1	YLR151C	PCD1	Kmarx
W0TGD9	KLMA_70003	NA	NA	NA	Kmarx
W0TGE2	KLMA_70295	orth1	YPR133W-A	TOM5	Kmarx
W0TGE3	KLMA_50535	NA	NA	NA	Kmarx
W0TGE4	KLMA_70008	NA	NA	NA	Kmarx
W0TGE5	KLMA_80114	orth1	YNL026W	SAM50	Kmarx
W0TGE6	KLMA_80406	orth1	YHR112C	NA	Kmarx
W0TGE8	KLMA_70300	orth1	YPR129W	SCD6	Kmarx
W0TGE9	KLMA_70013	orth1	YBR293W	VBA2	Kmarx
W0TGF1	KLMA_80411	NA	NA	NA	Kmarx
W0TGF5	KLMA_80124	orth1	YNL025C	SSN8	Kmarx
W0TGF6	KLMA_80416	orth1	YHL036W	MUP3	Kmarx
W0TGF7	KLMA_70023	orth1	YPL156C	PRM4	Kmarx
W0TGG0	KLMA_80129	orth1	YNL023C	FAP1	Kmarx
W0TGG1	KLMA_80421	NA	NA	NA	Kmarx
W0TGG2	KLMA_80134	orth1	YNL035C	NA	Kmarx
W0TGG3	KLMA_70028	NA	NA	NA	Kmarx
W0TGG4	KLMA_50555	orth1	YDR181C	SAS4	Kmarx
W0TGG6	KLMA_80426	orth1	YAL063C	FLO9	Kmarx
W0TGG6	KLMA_80426	orth2	YAR050W	FLO1	Kmarx
W0TGG6	KLMA_80426	orth3	YHR211W	FLO5	Kmarx
W0TGG6	KLMA_80426	orth4	YHR213W	NA	Kmarx
W0TGG6	KLMA_80426	orth5	YKR102W	FLO10	Kmarx
W0TGG8	KLMA_70033	orth1	YFL046W	FMP32	Kmarx
W0TGH0	KLMA_70320	orth1	YIR015W	RPR2	Kmarx
W0TGH9	KLMA_70048	orth1	YLR067C	PET309	Kmarx
W0TGI0	KLMA_80154	orth1	YIL108W	NA	Kmarx
W0TGI1	KLMA_70330	orth1	YBR094W	PBY1	Kmarx
W0TGI2	KLMA_50570	orth1	YDR191W	HST4	Kmarx
W0TGI3	KLMA_70053	orth1	YLR065C	ENV10	Kmarx
W0TGI5	KLMA_80159	orth1	YNL052W	COX5A	Kmarx
W0TGI6	KLMA_70335	orth1	YPR051W	MAK3	Kmarx
W0TGI9	KLMA_80164	orth1	YIL115C	NUP159	Kmarx
W0TGJ1	KLMA_70063	orth1	YDL065C	PEX19	Kmarx
W0TGJ2	KLMA_70340	orth1	YBL038W	MRPL16	Kmarx
W0TGJ3	KLMA_50580	orth1	YDR198C	RKM2	Kmarx
W0TGJ4	KLMA_80169	orth1	YNL059C	ARP5	Kmarx
W0TGJ5	KLMA_70068	orth1	YDL061C	RPS29B	Kmarx
W0TGJ5	KLMA_70068	orth2	YLR388W	RPS29A	Kmarx
W0TGJ9	KLMA_80174	orth1	YNL065W	AQR1	Kmarx
W0TGK2	KLMA_80179	NA	NA	NA	Kmarx
W0TGK5	KLMA_70078	orth1	YLR381W	CTF3	Kmarx
W0TGK6	KLMA_80184	orth1	YGR283C	NA	Kmarx
W0TGK7	KLMA_50595	orth1	YDL230W	PTP1	Kmarx
W0TGK8	KLMA_70355	orth1	YBL029C-A	NA	Kmarx
W0TGK9	KLMA_70083	orth1	YBL042C	FUI1	Kmarx
W0TGL1	KLMA_80189	orth1	YCR106W	RDS1	Kmarx
W0TGL1	KLMA_80189	orth2	YLL054C	NA	Kmarx
W0TGL2	KLMA_50600	orth1	YNL213C	RRG9	Kmarx
W0TGL6	KLMA_80194	orth1	YGR280C	PXR1	Kmarx
W0TGL7	KLMA_70365	orth1	YBR082C	UBC4	Kmarx
W0TGL7	KLMA_70365	orth2	YDR059C	UBC5	Kmarx
W0TGL8	KLMA_50605	orth1	YNL217W	NA	Kmarx
W0TGL9	KLMA_70093	NA	NA	NA	Kmarx
W0TGM0	KLMA_80199	orth1	YGR278W	CWC22	Kmarx
W0TGM2	KLMA_70098	orth1	YJR112W-A	NA	Kmarx
W0TGM3	KLMA_70370	orth1	YDR315C	IPK1	Kmarx
W0TGM5	KLMA_80204	orth1	YOR085W	OST3	Kmarx
W0TGM6	KLMA_70103	NA	NA	NA	Kmarx
W0TGM8	KLMA_70375	orth1	YHR071W	PCL5	Kmarx
W0TGN0	KLMA_70108	orth1	YJR093C	FIP1	Kmarx
W0TGN1	KLMA_50620	orth1	YNL230C	ELA1	Kmarx
W0TGN3	KLMA_80214	orth1	YOR091W	TMA46	Kmarx
W0TGN4	KLMA_70113	orth1	YPR041W	TIF5	Kmarx
W0TGN5	KLMA_50625	orth1	YMR319C	FET4	Kmarx
W0TGN6	KLMA_80219	orth1	YOR093C	NA	Kmarx
W0TGN8	KLMA_70118	orth1	YJR086W	STE18	Kmarx
W0TGP0	KLMA_80224	orth1	YOR098C	NUP1	Kmarx
W0TGP1	KLMA_50630	orth1	YNL240C	NAR1	Kmarx
W0TGP3	KLMA_70390	orth1	YKR092C	SRP40	Kmarx
W0TGP5	KLMA_70128	orth1	YBL107C	MIX23	Kmarx
W0TGP8	KLMA_70133	orth1	YBL103C	RTG3	Kmarx
W0TGQ0	KLMA_80239	orth1	YOR354C	MSC6	Kmarx
W0TGQ2	KLMA_80244	orth1	YAL041W	CDC24	Kmarx
W0TGQ3	KLMA_70405	orth1	YDL044C	MTF2	Kmarx
W0TGQ8	KLMA_20831 KLMA_50635	orth1	YNR058W	BIO3	Kmarx
W0TGQ9	KLMA_80254	orth1	YKL057C	NUP120	Kmarx
W0TGR2	KLMA_70415	orth1	YER127W	LCP5	Kmarx
W0TGR6	KLMA_70420	NA	NA	NA	Kmarx
W0TGR7	KLMA_80264	orth1	YMR033W	ARP9	Kmarx
W0TGR8	KLMA_70163	orth1	YNL315C	ATP11	Kmarx
W0TGS0	KLMA_70425	NA	NA	NA	Kmarx
W0TGS2	KLMA_70168	orth1	YIL068C	SEC6	Kmarx
W0TGS3	KLMA_60003	NA	NA	NA	Kmarx
W0TGS5	KLMA_70173	orth1	YIL063C	YRB2	Kmarx
W0TGS7	KLMA_70430	NA	NA	NA	Kmarx
W0TGS8	KLMA_80274	orth1	YDR498C	SEC20	Kmarx
W0TGT0	KLMA_70178	NA	NA	NA	Kmarx
W0TGT2	KLMA_80279	orth1	YNL282W	POP3	Kmarx
W0TGT5	KLMA_70183	orth1	YER062C	GPP2	Kmarx
W0TGT6	KLMA_80284	orth1	YBR105C	VID24	Kmarx
W0TGT7	KLMA_60013	orth1	YGL143C	MRF1	Kmarx
W0TGT9	KLMA_70188	orth1	YER058W	PET117	Kmarx
W0TGU0	KLMA_60018	NA	NA	NA	Kmarx
W0TGU1	KLMA_80289	NA	NA	NA	Kmarx
W0TGU4	KLMA_80294	orth1	YPR069C	SPE3	Kmarx
W0TGU5	KLMA_60023	orth1	YKR048C	NAP1	Kmarx
W0TGU8	KLMA_70198	orth1	YCR071C	IMG2	Kmarx
W0TGV1	KLMA_70440	orth1	YFR004W	RPN11	Kmarx
W0TGV2	KLMA_60033	orth1	YJL127C	SPT10	Kmarx
W0TGV3	KLMA_70203	orth1	YPR098C	NA	Kmarx
W0TGV4	KLMA_80304	NA	NA	NA	Kmarx
W0TGV6	KLMA_60038	orth1	YJL131C	AIM23	Kmarx
W0TGV7	KLMA_70208	NA	NA	NA	Kmarx
W0TGW1	KLMA_70213	orth1	YPR089W	NA	Kmarx
W0TGW2	KLMA_80314	orth1	YBR122C	MRPL36	Kmarx
W0TGW4	KLMA_60048	NA	NA	NA	Kmarx
W0TGW6	KLMA_80319	orth1	YMR252C	NA	Kmarx
W0TGW7	KLMA_60053	orth1	YHR152W	SPO12	Kmarx
W0TGX1	KLMA_60058	orth1	YGR225W	AMA1	Kmarx
W0TGX2	KLMA_80324	orth1	YMR257C	PET111	Kmarx
W0TGX4	KLMA_70450	orth1	YPL003W	ULA1	Kmarx
W0TGX5	KLMA_70228	NA	NA	NA	Kmarx
W0TGX6	KLMA_60063	orth1	YHR147C	MRPL6	Kmarx
W0TGX7	KLMA_80329	NA	NA	NA	Kmarx
W0TGX9	KLMA_70233	orth1	YLR211C	ATG38	Kmarx
W0TGY0	KLMA_60068	orth1	YGR215W	RSM27	Kmarx
W0TGY2	KLMA_70460	NA	NA	NA	Kmarx
W0TGY3	KLMA_70238	orth1	YDL153C	SAS10	Kmarx
W0TGY4	KLMA_80334	orth1	YPR062W	FCY1	Kmarx
W0TGY6	KLMA_60073	orth1	YKL217W	JEN1	Kmarx
W0TGY7	KLMA_70243	orth1	YDR391C	NA	Kmarx
W0TGY7	KLMA_70243	orth2	YOR012W	NA	Kmarx
W0TGY7	KLMA_70243	orth3	YOR013W	NA	Kmarx
W0TGZ3	KLMA_80007	orth1	YDL210W	UGA4	Kmarx
W0TGZ4	KLMA_60083	NA	NA	NA	Kmarx
W0TGZ9	KLMA_70253	NA	NA	NA	Kmarx
W0TH00	KLMA_80349	orth1	YER092W	IES5	Kmarx
W0TH03	KLMA_70258	orth1	YML123C	PHO84	Kmarx
W0TH04	KLMA_60093	orth1	YDR265W	PEX10	Kmarx
W0TH05	KLMA_80022	orth1	YPL271W	ATP15	Kmarx
W0TH06	KLMA_80354	orth1	YER094C	PUP3	Kmarx
W0TH08	KLMA_60098	NA	NA	NA	Kmarx
W0TH09	KLMA_70263	orth1	YML088W	UFO1	Kmarx
W0TH10	KLMA_80027	orth1	YEL059C-A	SOM1	Kmarx
W0TH11	KLMA_80359	orth1	YBL066C	SEF1	Kmarx
W0TH14	KLMA_80032	orth1	YEL062W	NPR2	Kmarx
W0TH15	KLMA_70268	NA	NA	NA	Kmarx
W0TH16	KLMA_80364	orth1	YBL071W-A	KTI11	Kmarx
W0TH22	KLMA_70273	orth1	YPR169W	JIP5	Kmarx
W0TH24	KLMA_80042	orth1	YOL002C	IZH2	Kmarx
W0TH27	KLMA_80374	NA	NA	NA	Kmarx
W0TH28	KLMA_80047	orth1	YML117W	NAB6	Kmarx
W0TH29	KLMA_70278	NA	NA	NA	Kmarx
W0TH30	KLMA_60123	orth1	YDR003W	RCR2	Kmarx
W0TH33	KLMA_80052	orth1	YNL135C	FPR1	Kmarx
W0TH37	KLMA_80384	orth1	YBL084C	CDC27	Kmarx
W0TH38	KLMA_80057	orth1	YJR007W	SUI2	Kmarx
